status_id,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,final_time,new_reaction_count,positive_reactions,negative_reactions,interest
4054,3,2,0,0,2,0,0,0,0,0,0.9893102329116676,0,2,0,0.0
4055,3,1,0,0,1,0,0,0,0,0,0.9890027247921345,0,1,0,0.0
4056,3,0,0,0,0,0,0,0,0,0,0.988936140921064,0,0,0,0.0
4057,3,2,0,0,2,0,0,0,0,0,0.9888653754542258,0,2,0,0.0
4058,3,0,0,0,0,0,0,0,0,0,0.9888409292020454,0,0,0,0.0
4059,3,1,0,0,1,0,0,0,0,0,0.9876170082869579,0,1,0,0.0
4060,3,1,0,0,1,0,0,0,0,0,0.9875031402175909,0,1,0,0.0
4061,3,3,0,0,3,0,0,0,0,0,0.9874999236054619,0,3,0,0.0
4062,3,0,0,0,0,0,0,0,0,0,0.9874571426641461,0,0,0,0.0
4063,3,1,0,0,1,0,0,0,0,0,0.987444597876843,0,1,0,0.0
4064,3,0,0,0,0,0,0,0,0,0,0.9874442762156301,0,0,0,0.0
4065,3,0,0,0,0,0,0,0,0,0,0.9870000620806141,0,0,0,0.0
4066,3,0,0,0,0,0,0,0,0,0,0.9869865523096722,0,0,0,0.0
4067,3,0,0,0,0,0,0,0,0,0,0.9865767559244366,0,0,0,0.0
4068,3,0,0,0,0,0,0,0,0,0,0.9865182135836887,0,0,0,0.0
4069,3,0,0,0,0,0,0,0,0,0,0.9862184253332651,0,0,0,0.0
4070,3,1,0,0,1,0,0,0,0,0,0.9860608113389437,0,1,0,0.0
4071,3,0,0,0,0,0,0,0,0,0,0.9856609864513081,0,0,0,0.0
4072,3,1,0,0,1,0,0,0,0,0,0.9856011574657085,0,1,0,0.0
4073,3,1,0,0,1,0,0,0,0,0,0.9848526518232883,0,1,0,0.0
4074,3,3,0,0,3,0,0,0,0,0,0.9847558317982053,0,3,0,0.0
4075,3,0,0,0,0,0,0,0,0,0,0.9842964995861828,0,0,0,0.0
4076,3,1,0,0,1,0,0,0,0,0,0.9837406690102902,0,1,0,0.0
4077,3,1,0,0,1,0,0,0,0,0,0.9833443823959965,0,1,0,0.0
4078,3,0,0,0,0,0,0,0,0,0,0.9829915200454443,0,0,0,0.0
4079,3,3,0,0,3,0,0,0,0,0,0.9824270046168034,0,3,0,0.0
4080,3,5,0,0,5,0,0,0,0,0,0.9823334012038493,0,5,0,0.0
4081,3,2,0,0,2,0,0,0,0,0,0.9814636292841655,0,2,0,0.0
4082,3,4,0,1,4,0,0,0,0,0,0.981458804365972,0,4,0,0.25
4083,3,0,0,0,0,0,0,0,0,0,0.9806745943289198,0,0,0,0.0
4084,3,0,0,0,0,0,0,0,0,0,0.9786931612574509,0,0,0,0.0
4085,3,1,0,1,1,0,0,0,0,0,0.9778848266294312,0,1,0,1.0
4086,3,2,0,0,2,0,0,0,0,0,0.9774357875762216,0,2,0,0.0
4087,3,2,0,0,2,0,0,0,0,0,0.9772842851449454,0,2,0,0.0
4088,3,0,0,0,0,0,0,0,0,0,0.9768529374584454,0,0,0,0.0
4089,3,3,0,0,3,0,0,0,0,0,0.9767950384401233,0,3,0,0.0
4090,3,2,0,1,2,0,0,0,0,0,0.97632895134263,0,2,0,0.5
4091,3,0,0,0,0,0,0,0,0,0,0.9754678642756945,0,0,0,0.0
4092,3,3,0,0,3,0,0,0,0,0,0.9750049937903302,0,3,0,0.0
4093,3,3,0,0,3,0,0,0,0,0,0.9699420462992716,0,3,0,0.0
4094,3,2,0,0,2,0,0,0,0,0,0.9695505846031713,0,2,0,0.0
4095,3,1,0,0,1,0,0,0,0,0,0.9690780642814201,0,1,0,0.0
4096,3,2,0,0,2,0,0,0,0,0,0.9689304217846987,0,2,0,0.0
4097,3,2,0,0,1,1,0,0,0,0,0.9685161221424824,1,2,0,0.0
4098,3,1,0,1,1,0,0,0,0,0,0.9676022826366313,0,1,0,1.0
4099,3,2,0,1,2,0,0,0,0,0,0.9672712932485563,0,2,0,0.5
4100,3,4,0,0,4,0,0,0,0,0,0.9672288339684534,0,4,0,0.0
4101,3,2,0,0,2,0,0,0,0,0,0.9667093511096186,0,2,0,0.0
4102,3,5,0,0,5,0,0,0,0,0,0.9662837933249508,0,5,0,0.0
4103,3,4,0,0,4,0,0,0,0,0,0.9658659554093927,0,4,0,0.0
4104,3,0,0,0,0,0,0,0,0,0,0.9657524090012387,0,0,0,0.0
4105,3,1,0,0,1,0,0,0,0,0,0.96502513299887,0,1,0,0.0
4106,3,12,1,4,12,0,0,0,0,0,0.9649328162307674,0,12,0,0.4166666666666667
4107,3,6,0,12,6,0,0,0,0,0,0.9649209147658901,0,6,0,2.0
4108,3,12,0,14,12,0,0,0,0,0,0.964710548332653,0,12,0,1.1666666666666667
4109,3,1,0,0,1,0,0,0,0,0,0.9644783089369386,0,1,0,0.0
4110,3,12,0,8,12,0,0,0,0,0,0.9639559311271877,0,12,0,0.6666666666666666
4111,3,11,0,7,11,0,0,0,0,0,0.963358284593618,0,11,0,0.6363636363636364
4112,3,10,0,0,10,0,0,0,0,0,0.9630851942238653,0,10,0,0.0
4113,3,4,0,0,4,0,0,0,0,0,0.9630745794038396,0,4,0,0.0
4114,3,0,0,0,0,0,0,0,0,0,0.9621604182367754,0,0,0,0.0
4115,3,2,0,0,2,0,0,0,0,0,0.9620764646602084,0,2,0,0.0
4116,3,0,0,0,0,0,0,0,0,0,0.9619600233011383,0,0,0,0.0
4117,3,0,0,0,0,0,0,0,0,0,0.9615949378244959,0,0,0,0.0
4118,3,1,0,0,1,0,0,0,0,0,0.9615338221940447,0,1,0,0.0
4119,3,0,0,0,0,0,0,0,0,0,0.961231460653918,0,0,0,0.0
4120,3,1,0,0,1,0,0,0,0,0,0.9607309558066442,0,1,0,0.0
4121,3,0,0,0,0,0,0,0,0,0,0.9606428206343095,0,0,0,0.0
4122,3,0,0,0,0,0,0,0,0,0,0.9598277311208189,0,0,0,0.0
4123,3,0,0,0,0,0,0,0,0,0,0.9597572873151936,0,0,0,0.0
4124,3,4,0,0,4,0,0,0,0,0,0.9593211147105001,0,4,0,0.0
4125,3,1,0,0,1,0,0,0,0,0,0.957982360742407,0,1,0,0.0
4126,3,0,0,0,0,0,0,0,0,0,0.957512092049146,0,0,0,0.0
4127,3,0,0,0,0,0,0,0,0,0,0.9575098404206557,0,0,0,0.0
4128,3,0,0,0,0,0,0,0,0,0,0.9564795595557344,0,0,0,0.0
4129,3,0,0,0,0,0,0,0,0,0,0.9559520351665771,0,0,0,0.0
4130,3,2,0,0,2,0,0,0,0,0,0.9556683299767986,0,2,0,0.0
4131,3,2,0,1,2,0,0,0,0,0,0.9556464570143213,0,2,0,0.5
4132,3,1,0,1,1,0,0,0,0,0,0.9552147876666085,0,1,0,1.0
4133,3,0,0,1,0,0,0,0,0,0,0.955193558026557,0,0,0,0.0
4134,3,0,0,0,0,0,0,0,0,0,0.9551427355549187,0,0,0,0.0
4135,3,3,0,0,3,0,0,0,0,0,0.9550237209061454,0,3,0,0.0
4136,3,0,0,0,0,0,0,0,0,0,0.9550095678127777,0,0,0,0.0
4137,3,1,0,1,1,0,0,0,0,0,0.9545492706171167,0,1,0,1.0
4138,3,2,0,0,2,0,0,0,0,0,0.9543080247074411,0,2,0,0.0
4139,3,0,0,0,0,0,0,0,0,0,0.9541050564821006,0,0,0,0.0
4140,3,0,0,0,0,0,0,0,0,0,0.9538236029208125,0,0,0,0.0
4141,3,0,0,0,0,0,0,0,0,0,0.9537209929938971,0,0,0,0.0
4142,3,1,0,0,1,0,0,0,0,0,0.9536997633538457,0,1,0,0.0
4143,3,3,0,0,3,0,0,0,0,0,0.9536389693846075,0,3,0,0.0
4144,3,1,0,0,1,0,0,0,0,0,0.953293183580739,0,1,0,0.0
4145,3,4,0,1,4,0,0,0,0,0,0.9532507243006362,0,4,0,0.25
4146,3,3,0,0,3,0,0,0,0,0,0.95278431554193,0,3,0,0.0
4147,3,1,0,0,1,0,0,0,0,0,0.9523217667177787,0,1,0,0.0
4148,3,1,0,0,1,0,0,0,0,0,0.952239421447276,0,1,0,0.0
4149,3,1,0,0,0,1,0,0,0,0,0.9522384564636374,1,1,0,0.0
4150,3,2,0,0,2,0,0,0,0,0,0.9518685460688014,0,2,0,0.0
4151,3,0,0,0,0,0,0,0,0,0,0.9518424915105564,0,0,0,0.0
4152,3,2,0,1,2,0,0,0,0,0,0.951785557475873,0,2,0,0.5
4153,3,64,91,322,54,7,1,2,0,0,0.9517730126885698,10,62,2,6.453125
4154,3,1,0,0,1,0,0,0,0,0,0.9515044255757977,0,1,0,0.0
4155,3,34,73,242,27,5,1,0,0,1,0.9514896291600042,7,33,1,9.264705882352942
4156,3,0,0,0,0,0,0,0,0,0,0.9510290103031304,0,0,0,0.0
4157,3,0,0,0,0,0,0,0,0,0,0.9505690347686822,0,0,0,0.0
4158,3,3,0,1,3,0,0,0,0,0,0.9495876464081218,0,3,0,0.3333333333333333
4159,3,4,0,1,4,0,0,0,0,0,0.9491659485580088,0,4,0,0.25
4160,3,7,0,0,7,0,0,0,0,0,0.9487275243248251,0,7,0,0.0
4161,3,4,0,0,3,1,0,0,0,0,0.9487021130890059,1,4,0,0.0
4162,3,0,0,0,0,0,0,0,0,0,0.9486538639070707,0,0,0,0.0
4163,3,1,0,0,1,0,0,0,0,0,0.9477818403588967,0,1,0,0.0
4164,3,3,0,0,2,1,0,0,0,0,0.9477094665859941,1,3,0,0.0
4165,3,5,0,0,5,0,0,0,0,0,0.9463144219056433,0,5,0,0.0
4166,3,4,0,0,4,0,0,0,0,0,0.9436118243948507,0,4,0,0.0
4167,1,1,1,1,1,0,0,0,0,0,0.9422209613102677,0,1,0,2.0
4168,3,1,0,0,1,0,0,0,0,0,0.9422064865556871,0,1,0,0.0
4169,3,5,0,1,5,0,0,0,0,0,0.9412981152904553,0,5,0,0.2
4170,3,5,0,0,5,0,0,0,0,0,0.9398805543252015,0,5,0,0.0
4171,3,0,0,0,0,0,0,0,0,0,0.9385231440067601,0,0,0,0.0
4172,3,4,0,1,4,0,0,0,0,0,0.9380634901335247,0,4,0,0.25
4173,3,3,0,0,3,0,0,0,0,0,0.937537252389219,0,3,0,0.0
4174,3,7,0,0,7,0,0,0,0,0,0.9361994634047647,0,7,0,0.0
4175,3,4,0,0,4,0,0,0,0,0,0.9361692272507519,0,4,0,0.0
4176,3,3,0,0,3,0,0,0,0,0,0.9356931686556588,0,3,0,0.0
4177,3,1,0,1,1,0,0,0,0,0,0.9356700090483299,0,1,0,1.0
4178,3,1,0,0,1,0,0,0,0,0,0.9352898054946812,0,1,0,0.0
4179,3,0,0,0,0,0,0,0,0,0,0.9352688975158426,0,0,0,0.0
4180,3,1,0,0,1,0,0,0,0,0,0.9352302981702946,0,1,0,0.0
4181,3,2,0,0,2,0,0,0,0,0,0.934849129633007,0,2,0,0.0
4182,3,4,0,0,4,0,0,0,0,0,0.9348037754019881,0,4,0,0.0
4183,3,3,0,0,3,0,0,0,0,0,0.9347954122104526,0,3,0,0.0
4184,3,3,0,0,3,0,0,0,0,0,0.9347642110728013,0,3,0,0.0
4185,3,2,0,0,2,0,0,0,0,0,0.9343772526336815,0,2,0,0.0
4186,3,3,0,0,3,0,0,0,0,0,0.9334566582423595,0,3,0,0.0
4187,3,2,0,0,2,0,0,0,0,0,0.9334254571047081,0,2,0,0.0
4188,3,1,0,0,1,0,0,0,0,0,0.9333591948948505,0,1,0,0.0
4189,3,1,0,0,1,0,0,0,0,0,0.9328342437953965,0,1,0,0.0
4190,3,2,0,0,2,0,0,0,0,0,0.9324932829097216,0,2,0,0.0
4191,3,11,0,0,10,1,0,0,0,0,0.9311082097269707,1,11,0,0.0
4192,3,3,0,0,3,0,0,0,0,0,0.9305536657959298,0,3,0,0.0
4193,3,6,0,0,6,0,0,0,0,0,0.9301721755974294,0,6,0,0.0
4194,3,1,0,0,1,0,0,0,0,0,0.929732786380607,0,1,0,0.0
4195,3,2,0,0,2,0,0,0,0,0,0.9296877538108008,0,2,0,0.0
4196,3,0,0,0,0,0,0,0,0,0,0.9288028638141107,0,0,0,0.0
4197,3,2,0,0,2,0,0,0,0,0,0.9287842074637624,0,2,0,0.0
4198,3,0,0,0,0,0,0,0,0,0,0.9282933524528758,0,0,0,0.0
4199,3,1,0,0,1,0,0,0,0,0,0.927880982777937,0,1,0,0.0
4200,3,7,1,0,7,0,0,0,0,0,0.9278584664930339,0,7,0,0.14285714285714285
4201,3,0,0,0,0,0,0,0,0,0,0.9278546065584792,0,0,0,0.0
4202,3,3,0,1,3,0,0,0,0,0,0.9274235805331921,0,3,0,0.3333333333333333
4203,3,1,0,0,1,0,0,0,0,0,0.9274187556149985,0,1,0,0.0
4204,3,1,0,0,1,0,0,0,0,0,0.9274100707622502,0,1,0,0.0
4205,3,1,0,0,1,0,0,0,0,0,0.9269681082557245,0,1,0,0.0
4206,3,3,0,0,3,0,0,0,0,0,0.9269327255223054,0,3,0,0.0
4207,3,0,0,0,0,0,0,0,0,0,0.9269159991392346,0,0,0,0.0
4208,3,1,0,0,1,0,0,0,0,0,0.9264856164363733,0,1,0,0.0
4209,3,4,0,0,4,0,0,0,0,0,0.9264479820744639,0,4,0,0.0
4210,3,3,0,0,3,0,0,0,0,0,0.9260044112618737,0,3,0,0.0
4211,3,2,0,0,2,0,0,0,0,0,0.925478173517568,0,2,0,0.0
4212,3,4,0,0,4,0,0,0,0,0,0.9254225261277361,0,4,0,0.0
4213,3,0,0,0,0,0,0,0,0,0,0.9239512477399279,0,0,0,0.0
4214,3,5,0,0,4,1,0,0,0,0,0.923950926078715,1,5,0,0.0
4215,1,1,0,0,0,1,0,0,0,0,0.923224615059985,1,1,0,0.0
4216,1,1,1,0,0,1,0,0,0,0,0.9231982388405271,1,1,0,1.0
4217,3,9,0,0,9,0,0,0,0,0,0.9227810442473948,0,9,0,0.0
4218,3,5,0,0,5,0,0,0,0,0,0.9227559546727885,0,5,0,0.0
4219,3,3,0,0,3,0,0,0,0,0,0.9227553113503627,0,3,0,0.0
4220,3,7,0,0,7,0,0,0,0,0,0.9223088455868564,0,7,0,0.0
4221,3,2,0,0,2,0,0,0,0,0,0.9222657429843277,0,2,0,0.0
4222,3,4,0,0,4,0,0,0,0,0,0.9218524083257502,0,4,0,0.0
4223,3,5,0,0,5,0,0,0,0,0,0.9218363252651052,0,5,0,0.0
4224,3,3,0,0,3,0,0,0,0,0,0.9216816062216998,0,3,0,0.0
4225,3,5,0,0,5,0,0,0,0,0,0.9213293871935735,0,5,0,0.0
4226,3,8,0,0,8,0,0,0,0,0,0.9212753481098062,0,8,0,0.0
4227,3,2,0,0,2,0,0,0,0,0,0.9212348187969807,0,2,0,0.0
4228,3,3,0,0,3,0,0,0,0,0,0.9212180924139098,0,3,0,0.0
4229,3,2,0,0,2,0,0,0,0,0,0.920931813934428,0,2,0,0.0
4230,3,4,0,0,4,0,0,0,0,0,0.9209131575840799,0,4,0,0.0
4231,3,3,0,0,3,0,0,0,0,0,0.9208681250142737,0,3,0,0.0
4232,3,5,0,0,4,1,0,0,0,0,0.9208526852760545,1,5,0,0.0
4233,3,6,0,0,6,0,0,0,0,0,0.92046186690238,0,6,0,0.0
4234,3,3,0,0,3,0,0,0,0,0,0.9203949613700967,0,3,0,0.0
4235,3,1,0,0,1,0,0,0,0,0,0.9202859182189232,0,1,0,0.0
4236,3,5,0,0,5,0,0,0,0,0,0.9186177831688197,0,5,0,0.0
4237,3,4,0,0,4,0,0,0,0,0,0.918597196851194,0,4,0,0.0
4238,3,2,0,0,2,0,0,0,0,0,0.9181478361367716,0,2,0,0.0
4239,3,0,0,0,0,0,0,0,0,0,0.9181269281579331,0,0,0,0.0
4240,3,0,0,0,0,0,0,0,0,0,0.9181060201790945,0,0,0,0.0
4241,3,7,0,0,7,0,0,0,0,0,0.9180838255554044,0,7,0,0.0
4242,3,2,0,0,2,0,0,0,0,0,0.9176920421980912,0,2,0,0.0
4243,3,9,0,0,9,0,0,0,0,0,0.9176740291701687,0,9,0,0.0
4244,3,3,0,0,3,0,0,0,0,0,0.9176312482288529,0,3,0,0.0
4245,3,4,0,0,4,0,0,0,0,0,0.9176106619112273,0,4,0,0.0
4246,3,1,0,0,1,0,0,0,0,0,0.917228850051514,0,1,0,0.0
4247,3,2,0,0,2,0,0,0,0,0,0.9172053687829723,0,2,0,0.0
4248,3,0,0,0,0,0,0,0,0,0,0.9167804543207303,0,0,0,0.0
4249,3,3,0,0,3,0,0,0,0,0,0.9167659795661498,0,3,0,0.0
4250,3,0,0,0,0,0,0,0,0,0,0.9167402466691177,0,0,0,0.0
4251,3,2,0,0,2,0,0,0,0,0,0.916321122108708,0,2,0,0.0
4252,3,5,0,0,5,0,0,0,0,0,0.9163037524032114,0,5,0,0.0
4253,3,1,0,0,1,0,0,0,0,0,0.9162793061510309,0,1,0,0.0
4254,3,2,0,0,2,0,0,0,0,0,0.9162622581067471,0,2,0,0.0
4255,3,0,0,0,0,0,0,0,0,0,0.9153818713670376,0,0,0,0.0
4256,3,5,0,0,5,0,0,0,0,0,0.9153535651803024,0,5,0,0.0
4257,3,1,0,0,1,0,0,0,0,0,0.9153217207202252,0,1,0,0.0
4258,3,11,0,0,11,0,0,0,0,0,0.9148923030010027,0,11,0,0.0
4259,3,3,0,0,3,0,0,0,0,0,0.9148900513725123,0,3,0,0.0
4260,3,10,0,0,10,0,0,0,0,0,0.914823145840229,0,10,0,0.0
4261,3,91,91,277,78,13,0,0,0,0,0.9144548437514576,13,91,0,4.043956043956044
4262,3,3,0,0,3,0,0,0,0,0,0.9144387606908125,0,3,0,0.0
4263,3,1,0,0,1,0,0,0,0,0,0.9143789317052129,0,1,0,0.0
4264,3,1,0,0,1,0,0,0,0,0,0.9143509471796906,0,1,0,0.0
4265,3,2,0,0,2,0,0,0,0,0,0.9143419406657294,0,2,0,0.0
4266,3,1,0,0,1,0,0,0,0,0,0.9143232843153811,0,1,0,0.0
4267,3,0,0,0,0,0,0,0,0,0,0.9140051613758222,0,0,0,0.0
4268,3,7,0,0,7,0,0,0,0,0,0.913986505025474,0,7,0,0.0
4269,3,1,0,0,1,0,0,0,0,0,0.9139630237569322,0,1,0,0.0
4270,3,1,0,0,1,0,0,0,0,0,0.9139385775047517,0,1,0,0.0
4271,3,3,0,0,3,0,0,0,0,0,0.9139224944441067,0,3,0,0.0
4272,3,5,0,0,5,0,0,0,0,0,0.9135271728134516,0,5,0,0.0
4273,3,5,0,0,5,0,0,0,0,0,0.9135020832388453,0,5,0,0.0
4274,3,1,0,0,1,0,0,0,0,0,0.9134856785169874,0,1,0,0.0
4275,3,5,0,0,5,0,0,0,0,0,0.9134583373138908,0,5,0,0.0
4276,3,4,1,0,4,0,0,0,0,0,0.912595320279678,0,4,0,0.25
4277,3,8,0,0,8,0,0,0,0,0,0.91257891555782,0,8,0,0.0
4278,3,3,0,0,3,0,0,0,0,0,0.9125387079062075,0,3,0,0.0
4279,3,5,0,0,5,0,0,0,0,0,0.912530344714672,0,5,0,0.0
4280,3,47,39,8,43,4,0,0,0,0,0.9120513911686627,4,47,0,1.0
4281,3,28,39,16,27,1,0,0,0,0,0.9120359514304435,1,28,0,1.9642857142857142
4282,3,3,0,0,3,0,0,0,0,0,0.9120263015940565,0,3,0,0.0
4283,3,3,0,0,3,0,0,0,0,0,0.9120253366104177,0,3,0,0.0
4284,3,1,0,0,1,0,0,0,0,0,0.9119999253745986,0,1,0,0.0
4285,3,105,136,67,89,15,0,1,0,0,0.9119973520848954,16,104,1,1.9333333333333333
4286,3,8,0,0,8,0,0,0,0,0,0.9116798724677623,0,8,0,0.0
4287,3,182,235,73,161,20,0,1,0,0,0.9116570345216464,21,181,1,1.6923076923076923
4288,3,1,0,0,1,0,0,0,0,0,0.9112256868351464,0,1,0,0.0
4289,3,4,0,0,4,0,0,0,0,0,0.9112186102884625,0,4,0,0.0
4290,3,2,0,0,2,0,0,0,0,0,0.9112112120805659,0,2,0,0.0
4291,3,3,0,0,3,0,0,0,0,0,0.9112067088235852,0,3,0,0.0
4292,3,1,0,0,1,0,0,0,0,0,0.9112005972605401,0,1,0,0.0
4293,3,0,0,0,0,0,0,0,0,0,0.9111890174568756,0,0,0,0.0
4294,3,0,0,0,0,0,0,0,0,0,0.9111845141998951,0,0,0,0.0
4295,3,3,0,0,3,0,0,0,0,0,0.9111449498707083,0,3,0,0.0
4296,3,116,200,239,94,18,2,2,0,0,0.9111320834221922,22,114,2,3.7844827586206895
4297,3,7,0,0,7,0,0,0,0,0,0.9111317617609793,0,7,0,0.0
4298,3,10,0,0,10,0,0,0,0,0,0.9111131054106311,0,10,0,0.0
4299,3,42,89,295,35,7,0,0,0,0,0.9110973440111989,7,42,0,9.142857142857142
4300,3,2,0,0,2,0,0,0,0,0,0.9110928407542184,0,2,0,0.0
4301,3,0,0,0,0,0,0,0,0,0,0.9107364401303243,0,0,0,0.0
4302,3,133,157,278,117,16,0,0,0,0,0.9107164971351244,16,133,0,3.2706766917293235
4303,3,4,0,0,4,0,0,0,0,0,0.9107158538126986,0,4,0,0.0
4304,3,16,1,0,15,1,0,0,0,0,0.9107023440417568,1,16,0,0.0625
4305,3,128,164,79,109,18,1,0,0,0,0.9106946241726471,19,128,0,1.8984375
4306,3,2,0,0,2,0,0,0,0,0,0.9106750028386602,0,2,0,0.0
4307,3,3,0,0,3,0,0,0,0,0,0.910672429548957,0,3,0,0.0
4308,3,3,0,0,3,0,0,0,0,0,0.9106602064228667,0,3,0,0.0
4309,3,54,90,281,47,7,0,0,0,0,0.9106521648925442,7,54,0,6.87037037037037
4310,3,1,0,0,1,0,0,0,0,0,0.9106428367173701,0,1,0,0.0
4311,3,2,0,0,2,0,0,0,0,0,0.9106396201052411,0,2,0,0.0
4312,3,5,0,0,5,0,0,0,0,0,0.9105801127808545,0,5,0,0.0
4313,3,71,123,277,58,10,0,2,0,1,0.9105563098510998,13,68,3,5.633802816901408
4314,3,3,0,0,3,0,0,0,0,0,0.9105547015450353,0,3,0,0.0
4315,3,6,0,0,5,1,0,0,0,0,0.910286436093476,1,6,0,0.0
4316,3,88,247,319,72,13,1,1,1,0,0.9102758212734503,16,86,2,6.431818181818182
4317,3,3,0,0,3,0,0,0,0,0,0.9102754996122374,0,3,0,0.0
4318,3,0,0,0,0,0,0,0,0,0,0.9102751779510245,0,0,0,0.0
4319,3,0,0,0,0,0,0,0,0,0,0.9102719613388955,0,0,0,0.0
4320,3,0,0,0,0,0,0,0,0,0,0.9102719613388955,0,0,0,0.0
4321,3,3,0,0,3,0,0,0,0,0,0.910270353032831,0,3,0,0.0
4322,3,1,0,0,1,0,0,0,0,0,0.9102629548249342,0,1,0,0.0
4323,3,95,129,56,82,12,0,0,1,0,0.9102584515679537,13,94,1,1.9473684210526316
4324,3,1,1,0,1,0,0,0,0,0,0.9102565216006763,0,1,0,1.0
4325,3,2,0,0,2,0,0,0,0,0,0.9102529833273344,0,2,0,0.0
4326,3,1,1,0,1,0,0,0,0,0,0.9102233904957475,0,1,0,1.0
4327,3,83,96,330,73,9,1,0,0,0,0.9102221038508959,10,83,0,5.132530120481928
4328,3,5,1,0,5,0,0,0,0,0,0.9098200273347699,0,5,0,0.2
4329,3,103,116,356,87,13,2,1,0,0,0.9097881828746927,16,102,1,4.58252427184466
4330,3,2,1,0,2,0,0,0,0,0,0.9097698481855574,0,2,0,0.5
4331,3,237,338,310,186,43,1,5,0,2,0.9097563384146156,51,230,7,2.7341772151898733
4332,3,2,1,0,2,0,0,0,0,0,0.9097450802721639,0,2,0,0.5
4333,3,0,1,0,0,0,0,0,0,0,0.909381924762799,0,0,0,0.0
4334,3,3,2,0,3,0,0,0,0,0,0.9093674500082184,0,3,0,0.6666666666666666
4335,3,1,1,0,1,0,0,0,0,0,0.9093568351881928,0,1,0,1.0
4336,3,1,1,0,1,0,0,0,0,0,0.9093417171111864,0,1,0,1.0
4337,3,1,0,0,1,0,0,0,0,0,0.9093349622257154,0,1,0,0.0
4338,3,2,1,0,2,0,0,0,0,0,0.9092764198849675,0,2,0,0.5
4339,3,136,265,128,103,28,2,2,1,0,0.9089013629107252,33,133,3,2.889705882352941
4340,3,5,0,0,5,0,0,0,0,0,0.9089010412495123,0,5,0,0.0
4341,3,16,5,4,15,1,0,0,0,0,0.9088592252918352,1,16,0,0.5625
4342,3,4,0,0,4,0,0,0,0,0,0.9088392822966354,0,4,0,0.0
4343,3,3,1,0,3,0,0,0,0,0,0.9083233377111425,0,3,0,0.3333333333333333
4344,3,4,0,0,4,0,0,0,0,0,0.9083011430874522,0,4,0,0.0
4345,3,1,0,0,1,0,0,0,0,0,0.9082921365734911,0,1,0,0.0
4346,3,3,0,0,3,0,0,0,0,0,0.9079720836666547,0,3,0,0.0
4347,3,3,0,0,3,0,0,0,0,0,0.9079492457205388,0,3,0,0.0
4348,3,1,0,0,1,0,0,0,0,0,0.9079151496319713,0,1,0,0.0
4349,3,7,0,0,7,0,0,0,0,0,0.9078997098937521,0,7,0,0.0
4350,3,2,0,0,2,0,0,0,0,0,0.9078800885597651,0,2,0,0.0
4351,3,1,0,0,1,0,0,0,0,0,0.9078630405154814,0,1,0,0.0
4352,3,2,0,0,2,0,0,0,0,0,0.9074940951042841,0,2,0,0.0
4353,3,1,0,0,1,0,0,0,0,0,0.907475117092723,0,1,0,0.0
4354,3,3,0,0,3,0,0,0,0,0,0.9074345877798975,0,3,0,0.0
4355,3,8,0,0,8,0,0,0,0,0,0.9074165747519751,0,8,0,0.0
4356,3,3,0,0,3,0,0,0,0,0,0.9070399094716682,0,3,0,0.0
4357,3,3,0,0,3,0,0,0,0,0,0.9070164282031264,0,3,0,0.0
4358,3,0,0,0,0,0,0,0,0,0,0.9070016317873331,0,0,0,0.0
4359,3,5,0,0,5,0,0,0,0,0,0.906985548726688,0,5,0,0.0
4360,3,0,0,0,0,0,0,0,0,0,0.9069742905842365,0,0,0,0.0
4361,3,2,0,0,2,0,0,0,0,0,0.9069611024745076,0,2,0,0.0
4362,3,3,0,0,3,0,0,0,0,0,0.9069463060587141,0,3,0,0.0
4363,3,2,0,0,2,0,0,0,0,0,0.9065738223741749,0,2,0,0.0
4364,3,3,0,0,3,0,0,0,0,0,0.9065628858929363,0,3,0,0.0
4365,3,2,0,0,2,0,0,0,0,0,0.9065461595098655,0,2,0,0.0
4366,3,4,0,0,4,0,0,0,0,0,0.9065278248207301,0,4,0,0.0
4367,3,2,0,0,2,0,0,0,0,0,0.9065075601643174,0,2,0,0.0
4368,3,2,0,0,2,0,0,0,0,0,0.9056471164198078,0,2,0,0.0
4369,3,8,0,0,8,0,0,0,0,0,0.905565414471731,0,8,0,0.0
4370,3,2,0,0,2,0,0,0,0,0,0.9055583379250471,0,2,0,0.0
4371,3,3,0,0,3,0,0,0,0,0,0.9055406465583377,0,3,0,0.0
4372,3,3,0,0,2,1,0,0,0,0,0.9055181302734345,1,3,0,0.0
4373,3,1,0,0,1,0,0,0,0,0,0.9051996856726627,0,1,0,0.0
4374,3,4,0,0,3,1,0,0,0,0,0.9051906791587015,1,4,0,0.0
4375,3,3,0,0,3,0,0,0,0,0,0.9051765260653339,0,3,0,0.0
4376,3,3,0,0,3,0,0,0,0,0,0.9051710578247146,0,3,0,0.0
4377,3,3,0,0,3,0,0,0,0,0,0.9051031873087925,0,3,0,0.0
4378,3,6,0,0,6,0,0,0,0,0,0.9050687695590122,0,6,0,0.0
4379,3,4,0,0,4,0,0,0,0,0,0.9047033624211568,0,4,0,0.0
4380,3,7,0,0,7,0,0,0,0,0,0.9046924259399182,0,7,0,0.0
4381,3,7,0,0,7,0,0,0,0,0,0.904634848582809,0,7,0,0.0
4382,3,2,0,0,2,0,0,0,0,0,0.9046274503749122,0,2,0,0.0
